Freq.	V(vout)
2.23357222283049e+04	(-1.14318217456578e-02dB,-1.66738678691917e+02°)
2.23872113856830e+04	(-1.12427977151490e-02dB,-1.67148177391941e+02°)
2.24388192378272e+04	(-1.10556402156559e-02dB,-1.67558837730331e+02°)
2.24905460583574e+04	(-1.08704364068461e-02dB,-1.67970664043488e+02°)
2.25423921215239e+04	(-1.06872744028215e-02dB,-1.68383660686473e+02°)
2.25943577022093e+04	(-1.05062432615959e-02dB,-1.68797832033113e+02°)
2.26464430759302e+04	(-1.03274329737522e-02dB,-1.69213182476104e+02°)
2.26986485188378e+04	(-1.01509344509370e-02dB,-1.69629716427126e+02°)
2.27509743077203e+04	(-9.97683951351373e-03dB,-1.70047438316957e+02°)
2.28034207200037e+04	(-9.80524087781331e-03dB,-1.70466352595594e+02°)
2.28559880337538e+04	(-9.63623214268889e-03dB,-1.70886463732375e+02°)
2.29086765276773e+04	(-9.46990777579733e-03dB,-1.71307776216118e+02°)
2.29614864811232e+04	(-9.30636309900334e-03dB,-1.71730294555244e+02°)
2.30144181740846e+04	(-9.14569427348986e-03dB,-1.72154023277930e+02°)
2.30674718872002e+04	(-8.98799828415005e-03dB,-1.72578966932247e+02°)
2.31206479017555e+04	(-8.83337292365815e-03dB,-1.73005130086315e+02°)
2.31739464996843e+04	(-8.68191677561102e-03dB,-1.73432517328463e+02°)
2.32273679635706e+04	(-8.53372919762136e-03dB,-1.73861133267392e+02°)
2.32809125766496e+04	(-8.38891030343196e-03dB,-1.74290982532348e+02°)
2.33345806228095e+04	(-8.24756094483243e-03dB,-1.74722069773294e+02°)
2.33883723865931e+04	(-8.10978269276060e-03dB,-1.75154399661104e+02°)
2.34422881531987e+04	(-7.97567781818839e-03dB,-1.75587976887746e+02°)
2.34963282084826e+04	(-7.84534927224498e-03dB,-1.76022806166489e+02°)
2.35504928389596e+04	(-7.71890066598577e-03dB,-1.76458892232104e+02°)
2.36047823318053e+04	(-7.59643624955330e-03dB,-1.76896239841083e+02°)
2.36591969748571e+04	(-7.47806089097954e-03dB,-1.77334853771859e+02°)
2.37137370566161e+04	(-7.36388005447395e-03dB,-1.77774738825042e+02°)
2.37684028662483e+04	(-7.25399977815619e-03dB,-1.78215899823654e+02°)
2.38231946935864e+04	(-7.14852665151417e-03dB,-1.78658341613382e+02°)
2.38781128291313e+04	(-7.04756779222089e-03dB,-1.79102069062835e+02°)
2.39331575640534e+04	(-6.95123082280230e-03dB,-1.79547087063812e+02°)
2.39883291901944e+04	(-6.85962384665899e-03dB,-1.79993400531581e+02°)
2.40436280000688e+04	(-6.77285542377875e-03dB,1.79558985594836e+02°)
2.40990542868654e+04	(-6.69103454628164e-03dB,1.79110066352361e+02°)
2.41546083444489e+04	(-6.61427061324266e-03dB,1.78659836753557e+02°)
2.42102904673613e+04	(-6.54267340560355e-03dB,1.78208291786300e+02°)
2.42661009508236e+04	(-6.47635306050962e-03dB,1.77755426413456e+02°)
2.43220400907376e+04	(-6.41542004553281e-03dB,1.77301235572536e+02°)
2.43781081836870e+04	(-6.35998513253174e-03dB,1.76845714175339e+02°)
2.44343055269392e+04	(-6.31015937140835e-03dB,1.76388857107589e+02°)
2.44906324184469e+04	(-6.26605406369022e-03dB,1.75930659228557e+02°)
2.45470891568498e+04	(-6.22778073585073e-03dB,1.75471115370665e+02°)
2.46036760414757e+04	(-6.19545111256937e-03dB,1.75010220339087e+02°)
2.46603933723428e+04	(-6.16917708998979e-03dB,1.74547968911329e+02°)
2.47172414501608e+04	(-6.14907070879494e-03dB,1.74084355836794e+02°)
2.47742205763323e+04	(-6.13524412745977e-03dB,1.73619375836344e+02°)
2.48313310529551e+04	(-6.12780959521125e-03dB,1.73153023601835e+02°)
2.48885731828234e+04	(-6.12687942558028e-03dB,1.72685293795643e+02°)
2.49459472694290e+04	(-6.13256596955687e-03dB,1.72216181050177e+02°)
2.50034536169638e+04	(-6.14498158920135e-03dB,1.71745679967375e+02°)
2.50610925303206e+04	(-6.16423863147467e-03dB,1.71273785118181e+02°)
2.51188643150952e+04	(-6.19044940228070e-03dB,1.70800491042012e+02°)
2.51767692775880e+04	(-6.22372614070260e-03dB,1.70325792246206e+02°)
2.52348077248052e+04	(-6.26418099391067e-03dB,1.69849683205453e+02°)
2.52929799644609e+04	(-6.31192599233275e-03dB,1.69372158361209e+02°)
2.53512863049785e+04	(-6.36707302520572e-03dB,1.68893212121096e+02°)
2.54097270554925e+04	(-6.42973381700045e-03dB,1.68412838858281e+02°)
2.54683025258498e+04	(-6.50001990415249e-03dB,1.67931032910840e+02°)
2.55270130266119e+04	(-6.57804261273484e-03dB,1.67447788581101e+02°)
2.55858588690559e+04	(-6.66391303668350e-03dB,1.66963100134972e+02°)
2.56448403651766e+04	(-6.75774201704809e-03dB,1.66476961801248e+02°)
2.57039578276880e+04	(-6.85964012206458e-03dB,1.65989367770903e+02°)
2.57632115700252e+04	(-6.96971762811996e-03dB,1.65500312196355e+02°)
2.58226019063454e+04	(-7.08808450202743e-03dB,1.65009789190721e+02°)
2.58821291515303e+04	(-7.21485038420914e-03dB,1.64517792827044e+02°)
2.59417936211875e+04	(-7.35012457326105e-03dB,1.64024317137510e+02°)
2.60015956316521e+04	(-7.49401601177394e-03dB,1.63529356112632e+02°)
2.60615354999883e+04	(-7.64663327357063e-03dB,1.63032903700426e+02°)
2.61216135439915e+04	(-7.80808455268429e-03dB,1.62534953805556e+02°)
2.61818300821892e+04	(-7.97847765343677e-03dB,1.62035500288468e+02°)
2.62421854338438e+04	(-8.15791998279332e-03dB,1.61534536964494e+02°)
2.63026799189532e+04	(-8.34651854408821e-03dB,1.61032057602940e+02°)
2.63633138582532e+04	(-8.54437993305074e-03dB,1.60528055926151e+02°)
2.64240875732188e+04	(-8.75161033548968e-03dB,1.60022525608557e+02°)
2.64850013860664e+04	(-8.96831552737956e-03dB,1.59515460275688e+02°)
2.65460556197548e+04	(-9.19460087703705e-03dB,1.59006853503184e+02°)
2.66072505979875e+04	(-9.43057134991691e-03dB,1.58496698815763e+02°)
2.66685866452142e+04	(-9.67633151555160e-03dB,1.57984989686182e+02°)
2.67300640866325e+04	(-9.93198555734393e-03dB,1.57471719534170e+02°)
2.67916832481897e+04	(-1.01976372851252e-02dB,1.56956881725337e+02°)
2.68534444565844e+04	(-1.04733901504360e-02dB,1.56440469570067e+02°)
2.69153480392685e+04	(-1.07593472649144e-02dB,1.55922476322377e+02°)
2.69773943244486e+04	(-1.10556114218802e-02dB,1.55402895178769e+02°)
2.70395836410878e+04	(-1.13622851210467e-02dB,1.54881719277046e+02°)
2.71019163189078e+04	(-1.16794705968335e-02dB,1.54358941695113e+02°)
2.71643926883902e+04	(-1.20072698500843e-02dB,1.53834555449753e+02°)
2.72270130807785e+04	(-1.23457846838109e-02dB,1.53308553495384e+02°)
2.72897778280798e+04	(-1.26951167422619e-02dB,1.52780928722788e+02°)
2.73526872630665e+04	(-1.30553675546896e-02dB,1.52251673957824e+02°)
2.74157417192782e+04	(-1.34266385827693e-02dB,1.51720781960117e+02°)
2.74789415310233e+04	(-1.38090312726719e-02dB,1.51188245421722e+02°)
2.75422870333810e+04	(-1.42026471114796e-02dB,1.50654056965774e+02°)
2.76057785622028e+04	(-1.46075876884173e-02dB,1.50118209145111e+02°)
2.76694164541144e+04	(-1.50239547607732e-02dB,1.49580694440876e+02°)
2.77332010465177e+04	(-1.54518503249465e-02dB,1.49041505261107e+02°)
2.77971326775922e+04	(-1.58913766926169e-02dB,1.48500633939293e+02°)
2.78612116862970e+04	(-1.63426365724274e-02dB,1.47958072732923e+02°)
2.79254384123727e+04	(-1.68057331569497e-02dB,1.47413813822010e+02°)
2.79898131963429e+04	(-1.72807702155269e-02dB,1.46867849307597e+02°)
2.80543363795164e+04	(-1.77678521930668e-02dB,1.46320171210246e+02°)
2.81190083039887e+04	(-1.82670843148608e-02dB,1.45770771468511e+02°)
2.81838293126438e+04	(-1.87785726975468e-02dB,1.45219641937386e+02°)
2.82487997491564e+04	(-1.93024244668231e-02dB,1.44666774386751e+02°)
2.83139199579931e+04	(-1.98387478814981e-02dB,1.44112160499791e+02°)
2.83791902844149e+04	(-2.03876524645885e-02dB,1.43555791871403e+02°)
2.84446110744784e+04	(-2.09492491413570e-02dB,1.42997660006595e+02°)
2.85101826750384e+04	(-2.15236503846010e-02dB,1.42437756318864e+02°)
2.85759054337488e+04	(-2.21109703673229e-02dB,1.41876072128570e+02°)
2.86417796990651e+04	(-2.27113251229610e-02dB,1.41312598661291e+02°)
2.87078058202462e+04	(-2.33248327135895e-02dB,1.40747327046180e+02°)
2.87739841473560e+04	(-2.39516134059051e-02dB,1.40180248314299e+02°)
2.88403150312653e+04	(-2.45917898554664e-02dB,1.39611353396959e+02°)
2.89067988236540e+04	(-2.52454872993429e-02dB,1.39040633124047e+02°)
2.89734358770125e+04	(-2.59128337573046e-02dB,1.38468078222347e+02°)
2.90402265446438e+04	(-2.65939602417049e-02dB,1.37893679313867e+02°)
2.91071711806653e+04	(-2.72890009763195e-02dB,1.37317426914154e+02°)
2.91742701400109e+04	(-2.79980936244309e-02dB,1.36739311430613e+02°)
2.92415237784326e+04	(-2.87213795259612e-02dB,1.36159323160832e+02°)
2.93089324525025e+04	(-2.94590039443374e-02dB,1.35577452290902e+02°)
2.93764965196146e+04	(-3.02111163227707e-02dB,1.34993688893752e+02°)
2.94442163379869e+04	(-3.09778705506926e-02dB,1.34408022927478e+02°)
2.95120922666631e+04	(-3.17594252397399e-02dB,1.33820444233699e+02°)
2.95801246655147e+04	(-3.25559440102841e-02dB,1.33230942535906e+02°)
2.96483138952427e+04	(-3.33675957880553e-02dB,1.32639507437839e+02°)
2.97166603173795e+04	(-3.41945551113122e-02dB,1.32046128421867e+02°)
2.97851642942911e+04	(-3.50370024485734e-02dB,1.31450794847400e+02°)
2.98538261891788e+04	(-3.58951245270733e-02dB,1.30853495949305e+02°)
2.99226463660811e+04	(-3.67691146721534e-02dB,1.30254220836364e+02°)
2.99916251898757e+04	(-3.76591731575563e-02dB,1.29652958489739e+02°)
3.00607630262815e+04	(-3.85655075668813e-02dB,1.29049697761478e+02°)
3.01300602418604e+04	(-3.94883331662392e-02dB,1.28444427373046e+02°)
3.01995172040194e+04	(-4.04278732880939e-02dB,1.27837135913896e+02°)
3.02691342810123e+04	(-4.13843597265378e-02dB,1.27227811840066e+02°)
3.03389118419419e+04	(-4.23580331440549e-02dB,1.26616443472833e+02°)
3.04088502567620e+04	(-4.33491434896130e-02dB,1.26003018997392e+02°)
3.04789498962790e+04	(-4.43579504283729e-02dB,1.25387526461597e+02°)
3.05492111321543e+04	(-4.53847237829391e-02dB,1.24769953774743e+02°)
3.06196343369060e+04	(-4.64297439859959e-02dB,1.24150288706406e+02°)
3.06902198839108e+04	(-4.74933025447447e-02dB,1.23528518885340e+02°)
3.07609681474063e+04	(-4.85757025165183e-02dB,1.22904631798432e+02°)
3.08318795024927e+04	(-4.96772589960344e-02dB,1.22278614789729e+02°)
3.09029543251351e+04	(-5.07982996139843e-02dB,1.21650455059525e+02°)
3.09741929921650e+04	(-5.19391650468622e-02dB,1.21020139663529e+02°)
3.10455958812827e+04	(-5.31002095378661e-02dB,1.20387655512106e+02°)
3.11171633710593e+04	(-5.42818014290459e-02dB,1.19752989369599e+02°)
3.11888958409385e+04	(-5.54843237039798e-02dB,1.19116127853743e+02°)
3.12607936712387e+04	(-5.67081745413652e-02dB,1.18477057435159e+02°)
3.13328572431550e+04	(-5.79537678787812e-02dB,1.17835764436954e+02°)
3.14050869387613e+04	(-5.92215339868420e-02dB,1.17192235034410e+02°)
3.14774831410123e+04	(-6.05119200530148e-02dB,1.16546455254788e+02°)
3.15500462337454e+04	(-6.18253907751298e-02dB,1.15898410977232e+02°)
3.16227766016829e+04	(-6.31624289639909e-02dB,1.15248087932790e+02°)
3.16956746304340e+04	(-6.45235361547045e-02dB,1.14595471704560e+02°)
3.17687407064968e+04	(-6.59092332266693e-02dB,1.13940547727946e+02°)
3.18419752172604e+04	(-6.73200610308976e-02dB,1.13283301291061e+02°)
3.19153785510067e+04	(-6.87565810254359e-02dB,1.12623717535248e+02°)
3.19889510969131e+04	(-7.02193759167675e-02dB,1.11961781455750e+02°)
3.20626932450538e+04	(-7.17090503080723e-02dB,1.11297477902523e+02°)
3.21366053864023e+04	(-7.32262313527216e-02dB,1.10630791581198e+02°)
3.22106879128335e+04	(-7.47715694125305e-02dB,1.09961707054198e+02°)
3.22849412171255e+04	(-7.63457387202822e-02dB,1.09290208742015e+02°)
3.23593656929619e+04	(-7.79494380453938e-02dB,1.08616280924660e+02°)
3.24339617349340e+04	(-7.95833913619898e-02dB,1.07939907743271e+02°)
3.25087297385425e+04	(-8.12483485183919e-02dB,1.07261073201911e+02°)
3.25836701002000e+04	(-8.29450859071808e-02dB,1.06579761169541e+02°)
3.26587832172327e+04	(-8.46744071345839e-02dB,1.05895955382179e+02°)
3.27340694878829e+04	(-8.64371436881844e-02dB,1.05209639445258e+02°)
3.28095293113110e+04	(-8.82341556018698e-02dB,1.04520796836174e+02°)
3.28851630875974e+04	(-9.00663321163917e-02dB,1.03829410907041e+02°)
3.29609712177448e+04	(-9.19345923348422e-02dB,1.03135464887649e+02°)
3.30369541036805e+04	(-9.38398858709417e-02dB,1.02438941888639e+02°)
3.31131121482582e+04	(-9.57831934892560e-02dB,1.01739824904893e+02°)
3.31894457552601e+04	(-9.77655277353860e-02dB,1.01038096819138e+02°)
3.32659553293995e+04	(-9.97879335548085e-02dB,1.00333740405785e+02°)
3.33426412763225e+04	(-1.01851488898485e-01dB,9.96267383349918e+01°)
3.34195040026105e+04	(-1.03957305313396e-01dB,9.89170731769542e+01°)
3.34965439157818e+04	(-1.06106528516347e-01dB,9.82047274064409e+01°)
3.35737614242945e+04	(-1.08300338948904e-01dB,9.74896834075610e+01°)
3.36511569375481e+04	(-1.10539952311494e-01dB,9.67719234787743e+01°)
3.37287308658859e+04	(-1.12826620074437e-01dB,9.60514298381459e+01°)
3.38064836205972e+04	(-1.15161629963793e-01dB,9.53281846288446e+01°)
3.38844156139193e+04	(-1.17546306419790e-01dB,9.46021699248877e+01°)
3.39625272590399e+04	(-1.19982011024997e-01dB,9.38733677371344e+01°)
3.40408189700991e+04	(-1.22470142900353e-01dB,9.31417600195244e+01°)
3.41192911621919e+04	(-1.25012139065973e-01dB,9.24073286755653e+01°)
3.41979442513699e+04	(-1.27609474764222e-01dB,9.16700555650646e+01°)
3.42767786546440e+04	(-1.30263663742286e-01dB,9.09299225111062e+01°)
3.43557947899864e+04	(-1.32976258491400e-01dB,9.01869113072685e+01°)
3.44349930763328e+04	(-1.35748850439542e-01dB,8.94410037250805e+01°)
3.45143739335846e+04	(-1.38583070094856e-01dB,8.86921815217122e+01°)
3.45939377826112e+04	(-1.41480587136362e-01dB,8.79404264478941e+01°)
3.46736850452521e+04	(-1.44443110449004e-01dB,8.71857202560584e+01°)
3.47536161443195e+04	(-1.47472388099309e-01dB,8.64280447086973e+01°)
3.48337315036001e+04	(-1.50570207248729e-01dB,8.56673815869284e+01°)
3.49140315478576e+04	(-1.53738394000821e-01dB,8.49037126992580e+01°)
3.49945167028347e+04	(-1.56978813178781e-01dB,8.41370198905321e+01°)
3.50751873952558e+04	(-1.60293368029812e-01dB,8.33672850510635e+01°)
3.51560440528288e+04	(-1.63683999852486e-01dB,8.25944901259204e+01°)
3.52370871042477e+04	(-1.67152687543436e-01dB,8.18186171243637e+01°)
3.53183169791946e+04	(-1.70701447059470e-01dB,8.10396481294164e+01°)
3.53997341083424e+04	(-1.74332330791243e-01dB,8.02575653075452e+01°)
3.54813389233565e+04	(-1.78047426844648e-01dB,7.94723509184380e+01°)
3.55631318568975e+04	(-1.81848858225868e-01dB,7.86839873248548e+01°)
3.56451133426233e+04	(-1.85738781926370e-01dB,7.78924570025288e+01°)
3.57272838151918e+04	(-1.89719387903310e-01dB,7.70977425500931e+01°)
3.58096437102625e+04	(-1.93792897952074e-01dB,7.62998266990075e+01°)
3.58921934644994e+04	(-1.97961564466388e-01dB,7.54986923234546e+01°)
3.59749335155731e+04	(-2.02227669082246e-01dB,7.46943224501774e+01°)
3.60578643021631e+04	(-2.06593521201965e-01dB,7.38867002682213e+01°)
3.61409862639602e+04	(-2.11061456393916e-01dB,7.30758091385503e+01°)
3.62242998416687e+04	(-2.15633834664636e-01dB,7.22616326034956e+01°)
3.63078054770090e+04	(-2.20313038599368e-01dB,7.14441543960001e+01°)
3.63915036127196e+04	(-2.25101471367318e-01dB,7.06233584486141e+01°)
3.64753946925597e+04	(-2.30001554588245e-01dB,6.97992289021991e+01°)
3.65594791613114e+04	(-2.35015726056843e-01dB,6.89717501142925e+01°)
3.66437574647822e+04	(-2.40146437321682e-01dB,6.81409066670816e+01°)
3.67282300498073e+04	(-2.45396151115780e-01dB,6.73066833749369e+01°)
3.68128973642520e+04	(-2.50767338635778e-01dB,6.64690652914473e+01°)
3.68977598570139e+04	(-2.56262476667049e-01dB,6.56280377159011e+01°)
3.69828179780255e+04	(-2.61884044552297e-01dB,6.47835861991507e+01°)
3.70680721782565e+04	(-2.67634521001782e-01dB,6.39356965487982e+01°)
3.71535229097161e+04	(-2.73516380742920e-01dB,6.30843548336353e+01°)
3.72391706254557e+04	(-2.79532091007901e-01dB,6.22295473872689e+01°)
3.73250157795709e+04	(-2.85684107858247e-01dB,6.13712608108589e+01°)
3.74110588272042e+04	(-2.91974872345232e-01dB,6.05094819748956e+01°)
3.74973002245472e+04	(-2.98406806506063e-01dB,5.96441980199359e+01°)
3.75837404288432e+04	(-3.04982309195621e-01dB,5.87753963562207e+01°)
3.76703798983897e+04	(-3.11703751754364e-01dB,5.79030646620876e+01°)
3.77572190925404e+04	(-3.18573473513418e-01dB,5.70271908810946e+01°)
3.78442584717081e+04	(-3.25593777138331e-01dB,5.61477632177634e+01°)
3.79314984973670e+04	(-3.32766923813545e-01dB,5.52647701318533e+01°)
3.80189396320549e+04	(-3.40095128270476e-01dB,5.43782003310686e+01°)
3.81065823393761e+04	(-3.47580553662275e-01dB,5.34880427621048e+01°)
3.81944270840035e+04	(-3.55225306289421e-01dB,5.25942865999316e+01°)
3.82824743316811e+04	(-3.63031430180714e-01dB,5.16969212352134e+01°)
3.83707245492267e+04	(-3.71000901535278e-01dB,5.07959362597598e+01°)
3.84591782045341e+04	(-3.79135623031550e-01dB,4.98913214499029e+01°)
3.85478357665760e+04	(-3.87437418010177e-01dB,4.89830667476896e+01°)
3.86366977054057e+04	(-3.95908024539072e-01dB,4.80711622397799e+01°)
3.87257644921605e+04	(-4.04549089368779e-01dB,4.71555981339383e+01°)
3.88150365990636e+04	(-4.13362161787882e-01dB,4.62363647330026e+01°)
3.89045144994268e+04	(-4.22348687389361e-01dB,4.53134524062166e+01°)
3.89941986676531e+04	(-4.31510001758789e-01dB,4.43868515578059e+01°)
3.90840895792389e+04	(-4.40847324097169e-01dB,4.34565525926809e+01°)
3.91741877107770e+04	(-4.50361750792113e-01dB,4.25225458791458e+01°)
3.92644935399587e+04	(-4.60054248951446e-01dB,4.15848217084914e+01°)
3.93550075455765e+04	(-4.69925649915419e-01dB,4.06433702513522e+01°)
3.94457302075266e+04	(-4.79976642764085e-01dB,3.96981815107049e+01°)
3.95366620068115e+04	(-4.90207767837996e-01dB,3.87492452713822e+01°)
3.96278034255426e+04	(-5.00619410291177e-01dB,3.77965510459834e+01°)
3.97191549469427e+04	(-5.11211793697140e-01dB,3.68400880170554e+01°)
3.98107170553484e+04	(-5.21984973729310e-01dB,3.58798449754207e+01°)
3.99024902362129e+04	(-5.32938831939242e-01dB,3.49158102545297e+01°)
3.99944749761084e+04	(-5.44073069656602e-01dB,3.39479716607159e+01°)
4.00866717627290e+04	(-5.55387202036929e-01dB,3.29763163992276e+01°)
4.01790810848927e+04	(-5.66880552284346e-01dB,3.20008309959185e+01°)
4.02717034325446e+04	(-5.78552246077780e-01dB,3.10215012144737e+01°)
4.03645392967592e+04	(-5.90401206230752e-01dB,3.00383119690512e+01°)
4.04575891697429e+04	(-6.02426147616919e-01dB,2.90512472322209e+01°)
4.05508535448370e+04	(-6.14625572394286e-01dB,2.80602899380818e+01°)
4.06443329165199e+04	(-6.26997765563363e-01dB,2.70654218804420e+01°)
4.07380277804099e+04	(-6.39540790896168e-01dB,2.60666236059447e+01°)
4.08319386332678e+04	(-6.52252487274687e-01dB,2.50638743020292e+01°)
4.09260659729997e+04	(-6.65130465479399e-01dB,2.40571516796109e+01°)
4.10204102986593e+04	(-6.78172105470452e-01dB,2.30464318503748e+01°)
4.11149721104508e+04	(-6.91374554206400e-01dB,2.20316891985695e+01°)
4.12097519097316e+04	(-7.04734724047259e-01dB,2.10128962471992e+01°)
4.13047501990147e+04	(-7.18249291791430e-01dB,1.99900235185066e+01°)
4.13999674819716e+04	(-7.31914698398094e-01dB,1.89630393886469e+01°)
4.14954042634349e+04	(-7.45727149449920e-01dB,1.79319099364543e+01°)
4.15910610494008e+04	(-7.59682616413096e-01dB,1.68965987862014e+01°)
4.16869383470321e+04	(-7.73776838755254e-01dB,1.58570669442630e+01°)
4.17830366646608e+04	(-7.88005326984769e-01dB,1.48132726295916e+01°)
4.18793565117904e+04	(-8.02363366678794e-01dB,1.37651710979194e+01°)
4.19758983990993e+04	(-8.16846023570259e-01dB,1.27127144596086e+01°)
4.20726628384430e+04	(-8.31448149769307e-01dB,1.16558514910699e+01°)
4.21696503428568e+04	(-8.46164391197879e-01dB,1.05945274396846e+01°)
4.22668614265589e+04	(-8.60989196321294e-01dB,9.52868382216270e+00°)
4.23642966049527e+04	(-8.75916826265769e-01dB,8.45825821628647e+00°)
4.24619563946298e+04	(-8.90941366415789e-01dB,7.38318404599290e+00°)
4.25598413133729e+04	(-9.06056739591852e-01dB,6.30339035975954e+00°)
4.26579518801578e+04	(-9.21256720914303e-01dB,5.21880160227650e+00°)
4.27562886151572e+04	(-9.36534954466913e-01dB,4.12933737939614e+00°)
4.28548520397425e+04	(-9.51884971880422e-01dB,3.03491221637289e+00°)
4.29536426764873e+04	(-9.67300212964480e-01dB,1.93543530942883e+00°)
4.30526610491696e+04	(-9.82774048524822e-01dB,8.30810270697618e-01°)
4.31519076827750e+04	(-9.98299805511683e-01dB,-2.79065133360758e-01°)
4.32513831034994e+04	(-1.01387079465523e+00dB,-1.39429924996073e+00°)
4.33510878387514e+04	(-1.02948034075434e+00dB,-2.51500681424668e+00°)
4.34510224171556e+04	(-1.04512181579642e+00dB,-3.64130922960039e+00°)
4.35511873685553e+04	(-1.06078867509750e+00dB,-4.77333485374827e+00°)
4.36515832240151e+04	(-1.07647449666530e+00dB,-5.91121929034894e+00°)
4.37522105158237e+04	(-1.09217302400100e+00dB,-7.05510568568294e+00°)
4.38530697774970e+04	(-1.10787821256991e+00dB,-8.20514502997496e+00°)
4.39541615437809e+04	(-1.12358428018657e+00dB,-9.36149646279828e+00°)
4.40554863506538e+04	(-1.13928576157555e+00dB,-1.05243275818977e+01°)
4.41570447353297e+04	(-1.15497756738563e+00dB,-1.16938147546508e+01°)
4.42588372362611e+04	(-1.17065504795278e+00dB,-1.28701434312538e+01°)
4.43608643931417e+04	(-1.18631406212452e+00dB,-1.40535084585518e+01°)
4.44631267469093e+04	(-1.20195105147716e+00dB,-1.52441143932724e+01°)
4.45656248397487e+04	(-1.21756312027508e+00dB,-1.64421758132025e+01°)
4.46683592150947e+04	(-1.23314812154090e+00dB,-1.76479176246366e+01°)
4.47713304176347e+04	(-1.24870474962224e+00dB,-1.88615753641595e+01°)
4.48745389933116e+04	(-1.26423263966005e+00dB,-2.00833954925420e+01°)
4.49779854893272e+04	(-1.27973247437939e+00dB,-2.13136356782036e+01°)
4.50816704541444e+04	(-1.29520609863938e+00dB,-2.25525650673331e+01°)
4.51855944374906e+04	(-1.31065664219219e+00dB,-2.38004645373551e+01°)
4.52897579903604e+04	(-1.32608865111225e+00dB,-2.50576269299775e+01°)
4.53941616650187e+04	(-1.34150822836289e+00dB,-2.63243572595559e+01°)
4.54988060150032e+04	(-1.35692318397144e+00dB,-2.76009728919556e+01°)
4.56036915951280e+04	(-1.37234319527971e+00dB,-2.88878036884833e+01°)
4.57088189614859e+04	(-1.38777997772686e+00dB,-3.01851921087868e+01°)
4.58141886714517e+04	(-1.40324746660274e+00dB,-3.14934932658874e+01°)
4.59198012836852e+04	(-1.41876201018008e+00dB,-3.28130749257103e+01°)
4.60256573581339e+04	(-1.43434257459234e+00dB,-3.41443174426136e+01°)
4.61317574560363e+04	(-1.45001096076619e+00dB,-3.54876136214789e+01°)
4.62381021399243e+04	(-1.46579203364379e+00dB,-3.68433684959337e+01°)
4.63446919736271e+04	(-1.48171396383408e+00dB,-3.82119990112115e+01°)
4.64515275222733e+04	(-1.49780848171311e+00dB,-3.95939335990461e+01°)
4.65586093522942e+04	(-1.51411114384685e+00dB,-4.09896116308276e+01°)
4.66659380314272e+04	(-1.53066161143063e+00dB,-4.23994827340652e+01°)
4.67735141287181e+04	(-1.54750394022576e+00dB,-4.38240059559877e+01°)
4.68813382145248e+04	(-1.56468688121886e+00dB,-4.52636487569217e+01°)
4.69894108605198e+04	(-1.58226419092965e+00dB,-4.67188858149302e+01°)
4.70977326396936e+04	(-1.60029494994476e+00dB,-4.81901976221266e+01°)
4.72063041263573e+04	(-1.61884388785176e+00dB,-4.96780688521294e+01°)
4.73151258961463e+04	(-1.63798171228729e+00dB,-5.11829864773696e+01°)
4.74241985260227e+04	(-1.65778543929190e+00dB,-5.27054376144629e+01°)
4.75335225942788e+04	(-1.67833872157922e+00dB,-5.42459070756968e+01°)
4.76430986805398e+04	(-1.69973217067797e+00dB,-5.58048746049535e+01°)
4.77529273657673e+04	(-1.72206366819475e+00dB,-5.73828117772056e+01°)
4.78630092322621e+04	(-1.74543866067509e+00dB,-5.89801785421898e+01°)
4.79733448636671e+04	(-1.76997043171971e+00dB,-6.05974193951372e+01°)
4.80839348449711e+04	(-1.79578034415214e+00dB,-6.22349591606243e+01°)
4.81947797625109e+04	(-1.82299804415127e+00dB,-6.38931983798936e+01°)
4.83058802039755e+04	(-1.85176161837809e+00dB,-6.55725082974837e+01°)
4.84172367584081e+04	(-1.88221769427100e+00dB,-6.72732254498597e+01°)
4.85288500162103e+04	(-1.91452147289411e+00dB,-6.89956458670733e+01°)
4.86407205691443e+04	(-1.94883668304080e+00dB,-7.07400189083705e+01°)
4.87528490103368e+04	(-1.98533544477487e+00dB,-7.25065407641833e+01°)
4.88652359342815e+04	(-2.02419803028885e+00dB,-7.42953476700487e+01°)
4.89778819368428e+04	(-2.06561250994377e+00dB,-7.61065088926117e+01°)
4.90907876152585e+04	(-2.10977427169214e+00dB,-7.79400195638073e+01°)
4.92039535681432e+04	(-2.15688540285016e+00dB,-7.97957934562577e+01°)
4.93173803954917e+04	(-2.20715392444538e+00dB,-8.16736558104484e+01°)
4.94310686986817e+04	(-2.26079287018274e+00dB,-8.35733363417669e+01°)
4.95450190804771e+04	(-2.31801920449592e+00dB,-8.54944625722936e+01°)
4.96592321450317e+04	(-2.37905257721155e+00dB,-8.74365536474477e+01°)
4.97737084978917e+04	(-2.44411391605155e+00dB,-8.93990148102341e+01°)
4.98884487459993e+04	(-2.51342386250336e+00dB,-9.13811327148410e+01°)
5.00034534976959e+04	(-2.58720106142708e+00dB,-9.33820717655859e+01°)
5.01187233627253e+04	(-2.66566032002057e+00dB,-9.54008716656256e+01°)
5.02342589522368e+04	(-2.74901065726731e+00dB,-9.74364463514711e+01°)
5.03500608787886e+04	(-2.83745327052964e+00dB,-9.94875844734137e+01°)
5.04661297563509e+04	(-2.93117945127191e+00dB,-1.01552951558032e+02°)
5.05824662003095e+04	(-3.03036848671599e+00dB,-1.03631093956933e+02°)
